Specie,Enzyme,EC number,Target sugar,Description,Status,Source ID (NCBI),Origin
Aphanizomenon,glucokinase,2.7.1.2,glucose,MULTISPECIES: glucokinase [Aphanizomenon],🟢 Confirmed,WP_190386684.1,Organism: Aphanizomenon | Db xref: taxon:1175
Nostocales,glucokinase,2.7.1.2,glucose,MULTISPECIES: glucokinase [Nostocales],🟢 Confirmed,WP_137906676.1,Organism: Nostocales | Db xref: taxon:1161
Sphaerospermopsis,glucokinase,2.7.1.2,glucose,MULTISPECIES: glucokinase [Sphaerospermopsis],🟢 Confirmed,WP_137666143.1,Organism: Sphaerospermopsis | Db xref: taxon:752201
Anabaena catenula,glucokinase,2.7.1.2,glucose,glucokinase [Anabaena catenula],🟢 Confirmed,WP_190906418.1,Organism: Anabaena catenula | Db xref: taxon:1296320
Nostoc sp. FACHB-280,glucokinase,2.7.1.2,glucose,glucokinase [Nostoc sp. FACHB-280],🟢 Confirmed,WP_190978993.1,Organism: Nostoc sp. FACHB-280 | Db xref: taxon:2692839
Nostoc punctiforme,glucokinase,2.7.1.2,glucose,glucokinase [Nostoc punctiforme],🟢 Confirmed,WP_190952241.1,Organism: Nostoc punctiforme | Db xref: taxon:272131
Nostoc sp. FACHB-133,glucokinase,2.7.1.2,glucose,glucokinase [Nostoc sp. FACHB-133],🟢 Confirmed,WP_190934528.1,Organism: Nostoc sp. FACHB-133 | Db xref: taxon:2692835
Nostoc sp. FACHB-892,glucokinase,2.7.1.2,glucose,glucokinase [Nostoc sp. FACHB-892],🟢 Confirmed,WP_190912358.1,Organism: Nostoc sp. FACHB-892 | Db xref: taxon:2692843
Aulosira sp. FACHB-615,glucokinase,2.7.1.2,glucose,glucokinase [Aulosira sp. FACHB-615],🟢 Confirmed,WP_190870809.1,Organism: Aulosira sp. FACHB-615 | Db xref: taxon:2692777
Coleofasciculus sp. FACHB-1120,glucokinase,2.7.1.2,glucose,glucokinase [Coleofasciculus sp. FACHB-1120],🟢 Confirmed,WP_190816887.1,Organism: Coleofasciculus sp. FACHB-1120 | Db xref: taxon:2692783
Leptolyngbya sp. FACHB-261,glucokinase,2.7.1.2,glucose,glucokinase [Leptolyngbya sp. FACHB-261],🟢 Confirmed,WP_190804685.1,Organism: Leptolyngbya sp. FACHB-261 | Db xref: taxon:2692806
Leptolyngbya sp. FACHB-541,glucokinase,2.7.1.2,glucose,glucokinase [Leptolyngbya sp. FACHB-541],🟢 Confirmed,WP_190799515.1,Organism: Leptolyngbya sp. FACHB-541 | Db xref: taxon:2692810
Microcoleus sp. FACHB-68,glucokinase,2.7.1.2,glucose,glucokinase [Microcoleus sp. FACHB-68],🟢 Confirmed,WP_190761228.1,Organism: Microcoleus sp. FACHB-68 | Db xref: taxon:2692826
Tolypothrix sp. FACHB-123,glucokinase,2.7.1.2,glucose,glucokinase [Tolypothrix sp. FACHB-123],🟢 Confirmed,WP_190747393.1,Organism: Tolypothrix sp. FACHB-123 | Db xref: taxon:2692868
Nostoc sp. FACHB-888,glucokinase,2.7.1.2,glucose,glucokinase [Nostoc sp. FACHB-888],🟢 Confirmed,WP_190730622.1,Organism: Nostoc sp. FACHB-888 | Db xref: taxon:2692842
Microcystis flos-aquae,glucokinase,2.7.1.2,glucose,glucokinase [Microcystis flos-aquae],🟢 Confirmed,WP_190718593.1,Organism: Microcystis flos-aquae | Db xref: taxon:109615
Oscillatoria sp. FACHB-1406,glucokinase,2.7.1.2,glucose,glucokinase [Oscillatoria sp. FACHB-1406],🟢 Confirmed,WP_190714889.1,Organism: Oscillatoria sp. FACHB-1406 | Db xref: taxon:2692846
Anabaena lutea,glucokinase,2.7.1.2,glucose,glucokinase [Anabaena lutea],🟢 Confirmed,WP_190714074.1,Organism: Anabaena lutea | Db xref: taxon:212350
Nostoc sp. FACHB-110,glucokinase,2.7.1.2,glucose,glucokinase [Nostoc sp. FACHB-110],🟢 Confirmed,WP_190682615.1,Organism: Nostoc sp. FACHB-110 | Db xref: taxon:2692834
Leptolyngbya sp. FACHB-671,glucokinase,2.7.1.2,glucose,glucokinase [Leptolyngbya sp. FACHB-671],🟢 Confirmed,WP_190681075.1,Organism: Leptolyngbya sp. FACHB-671 | Db xref: taxon:2692812
Microcoleus sp. FACHB-672,glucokinase,2.7.1.2,glucose,glucokinase [Microcoleus sp. FACHB-672],🟢 Confirmed,WP_190674915.1,Organism: Microcoleus sp. FACHB-672 | Db xref: taxon:2692825
Oculatella sp. FACHB-28,glucokinase,2.7.1.2,glucose,glucokinase [Oculatella sp. FACHB-28],🟢 Confirmed,WP_190643116.1,Organism: Oculatella sp. FACHB-28 | Db xref: taxon:2692845
Richelia sinica,glucokinase,2.7.1.2,glucose,glucokinase [Richelia sinica],🟢 Confirmed,WP_190603864.1,Organism: Richelia sinica | Db xref: taxon:1357545
Synechocystis sp. FACHB-383,glucokinase,2.7.1.2,glucose,glucokinase [Synechocystis sp. FACHB-383],🟢 Confirmed,WP_190597361.1,Organism: Synechocystis sp. FACHB-383 | Db xref: taxon:2692864
Alkalinema sp. FACHB-956,glucokinase,2.7.1.2,glucose,glucokinase [Alkalinema sp. FACHB-956],🟢 Confirmed,WP_190576876.1,Organism: Alkalinema sp. FACHB-956 | Db xref: taxon:2692768
Nostoc parmelioides,glucokinase,2.7.1.2,glucose,glucokinase [Nostoc parmelioides],🟢 Confirmed,WP_190568680.1,Organism: Nostoc parmelioides | Db xref: taxon:1521621
Anabaena sphaerica,glucokinase,2.7.1.2,glucose,glucokinase [Anabaena sphaerica],🟢 Confirmed,WP_190563348.1,Organism: Anabaena sphaerica | Db xref: taxon:212446
Anabaena sphaerica,glucokinase,2.7.1.2,glucose,glucokinase [Anabaena sphaerica],🟢 Confirmed,WP_190558931.1,Organism: Anabaena sphaerica | Db xref: taxon:212446
Planktothrix sp. FACHB-1365,glucokinase,2.7.1.2,glucose,glucokinase [Planktothrix sp. FACHB-1365],🟢 Confirmed,WP_190523605.1,Organism: Planktothrix sp. FACHB-1365 | Db xref: taxon:2692855
Leptolyngbya sp. FACHB-321,glucokinase,2.7.1.2,glucose,glucokinase [Leptolyngbya sp. FACHB-321],🟢 Confirmed,WP_190509265.1,Organism: Leptolyngbya sp. FACHB-321 | Db xref: taxon:2692807
Oscillatoria sp. FACHB-1407,glucokinase,2.7.1.2,glucose,glucokinase [Oscillatoria sp. FACHB-1407],🟢 Confirmed,WP_190508112.1,Organism: Oscillatoria sp. FACHB-1407 | Db xref: taxon:2692847
Phormidium sp. FACHB-1136,glucokinase,2.7.1.2,glucose,glucokinase [Phormidium sp. FACHB-1136],🟢 Confirmed,WP_190499456.1,Organism: Phormidium sp. FACHB-1136 | Db xref: taxon:2692848
Phormidium sp. FACHB-1136,glucokinase,2.7.1.2,glucose,glucokinase [Phormidium sp. FACHB-1136],🟢 Confirmed,WP_190499174.1,Organism: Phormidium sp. FACHB-1136 | Db xref: taxon:2692848
Microcoleus sp. FACHB-831,glucokinase,2.7.1.2,glucose,glucokinase [Microcoleus sp. FACHB-831],🟢 Confirmed,WP_190488948.1,Organism: Microcoleus sp. FACHB-831 | Db xref: taxon:2692827
Pseudanabaena sp. FACHB-2040,glucokinase,2.7.1.2,glucose,glucokinase [Pseudanabaena sp. FACHB-2040],🟢 Confirmed,WP_190487330.1,Organism: Pseudanabaena sp. FACHB-2040 | Db xref: taxon:2692859
Anabaena azotica,glucokinase,2.7.1.2,glucose,glucokinase [Anabaena azotica],🟢 Confirmed,WP_190474419.1,Organism: Anabaena azotica | Db xref: taxon:197653
Cylindrospermum sp. FACHB-282,glucokinase,2.7.1.2,glucose,glucokinase [Cylindrospermum sp. FACHB-282],🟢 Confirmed,WP_190457302.1,Organism: Cylindrospermum sp. FACHB-282 | Db xref: taxon:2692794
Cylindrospermum sp. FACHB-282,glucokinase,2.7.1.2,glucose,glucokinase [Cylindrospermum sp. FACHB-282],🟢 Confirmed,WP_190455751.1,Organism: Cylindrospermum sp. FACHB-282 | Db xref: taxon:2692794
Anabaena subtropica,glucokinase,2.7.1.2,glucose,glucokinase [Anabaena subtropica],🟢 Confirmed,WP_190408406.1,Organism: Anabaena subtropica | Db xref: taxon:425380
Pseudanabaena sp. FACHB-1998,glucokinase,2.7.1.2,glucose,glucokinase [Pseudanabaena sp. FACHB-1998],🟢 Confirmed,WP_190400784.1,Organism: Pseudanabaena sp. FACHB-1998 | Db xref: taxon:2692858
Dolichospermum sp. FACHB-1091,glucokinase,2.7.1.2,glucose,glucokinase [Dolichospermum sp. FACHB-1091],🟢 Confirmed,WP_190392962.1,Organism: Dolichospermum sp. FACHB-1091 | Db xref: taxon:2692798
Cyanobium sp. FACHB-13342,glucokinase,2.7.1.2,glucose,glucokinase [Cyanobium sp. FACHB-13342],🟢 Confirmed,WP_190389657.1,Organism: Cyanobium sp. FACHB-13342 | Db xref: taxon:2692793
Anabaena sp. FACHB-1237,glucokinase,2.7.1.2,glucose,glucokinase [Anabaena sp. FACHB-1237],🟢 Confirmed,WP_190368970.1,Organism: Anabaena sp. FACHB-1237 | Db xref: taxon:2692769
Cyanobacterium aponinum,glucokinase,2.7.1.2,glucose,glucokinase [Cyanobacterium aponinum],🟢 Confirmed,WP_190362114.1,Organism: Cyanobacterium aponinum | Db xref: taxon:379064
Limnothrix sp. FACHB-881,glucokinase,2.7.1.2,glucose,glucokinase [Limnothrix sp. FACHB-881],🟢 Confirmed,WP_190529493.1,Organism: Limnothrix sp. FACHB-881 | Db xref: taxon:2692819
Synechococcus sp. RS9907,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. RS9907],🟢 Confirmed,WP_188022366.1,Organism: Synechococcus sp. RS9907 | Db xref: taxon:221350
Raphidiopsis curvispora,glucokinase,2.7.1.2,glucose,glucokinase [Raphidiopsis curvispora],🟢 Confirmed,WP_187706994.1,Organism: Raphidiopsis curvispora | Db xref: taxon:747548
Cylindrospermopsis curvispora GIHE-G1,glucokinase,2.7.1.2,glucose,glucokinase [Cylindrospermopsis curvispora GIHE-G1],🟢 Confirmed,QNP30635.1,Organism: Cylindrospermopsis curvispora GIHE-G1 | Strain: GIHE-G1 | Isolation source: Water for algae observation | Db xref: taxon:2666332 | Geo loc name: South Korea: Suwon | Lat lon: 37.307 N 127.028 E | Collection date: 2019-07-20
Synechococcus sp. MIT S9220,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. MIT S9220],🟢 Confirmed,QNJ23373.1,Organism: Synechococcus sp. MIT S9220 | Strain: MIT S9220 | Isolation source: marine environment | Culture collection: RCC:2571 | Db xref: taxon:166309 | Geo loc name: Pacific Ocean | Lat lon: 0.00 N 140.00 W | Collection date: 1992-10-01 | Collected by: Binder B. | Note: genotype: clade CRD1
Synechococcus sp. WH 8101,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. WH 8101],🟢 Confirmed,QNI45722.1,Organism: Synechococcus sp. WH 8101 | Strain: WH 8101 | Isolation source: marine environment | Culture collection: RCC:2555 | Db xref: taxon:59932 | Geo loc name: Atlantic Ocean | Lat lon: 41.52 N 70.67 W | Collection date: 1981-01-01 | Collected by: Valois F. | Note: genotype: clade VIII
Synechococcus sp. PROS-9-1,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. PROS-9-1],🟢 Confirmed,QNJ32175.1,Organism: Synechococcus sp. PROS-9-1 | Strain: PROS-9-1 | Isolation source: marine environment | Culture collection: RCC:328 | Db xref: taxon:1968775 | Geo loc name: Mediterranean Sea | Lat lon: 41.90 N 10.43 E | Collection date: 1999-09-28 | Collected by: Partensky F. | Note: genotype: clade I
Synechococcus sp. A15-24,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. A15-24],🟢 Confirmed,QNJ29315.1,Organism: Synechococcus sp. A15-24 | Strain: A15-24 | Isolation source: marine environment | Culture collection: RCC:1087 | Db xref: taxon:1050635 | Geo loc name: Atlantic Ocean | Lat lon: 35.08 N 20.85 W | Collection date: 2004-09-25 | Collected by: Zwirglmaier K. | Note: genotype: clade III
Synechococcus sp. SYN20,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. SYN20],🟢 Confirmed,QNJ26626.1,Organism: Synechococcus sp. SYN20 | Strain: SYN20 | Isolation source: marine environment | Culture collection: RCC:2035 | Db xref: taxon:1050714 | Geo loc name: North Sea | Lat lon: 60.27 N 5.21 E | Collection date: 2004-06-01 | Collected by: Sanda R.A. | Note: genotype: clade I
Synechococcus sp. A18-25c,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. A18-25c],🟢 Confirmed,QNJ19577.1,Organism: Synechococcus sp. A18-25c | Strain: A18-25c | Isolation source: marine environment | Db xref: taxon:1866938 | Geo loc name: Atlantic Ocean | Lat lon: 27.77 N 37.03 W | Collection date: 2005-06-30 | Note: genotype: clade III
Synechococcus sp. A18-40,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. A18-40],🟢 Confirmed,QNJ17152.1,Organism: Synechococcus sp. A18-40 | Strain: A18-40 | Isolation source: marine environment | Db xref: taxon:1866939 | Geo loc name: Atlantic Ocean | Lat lon: 10.97 N 32.20 W | Collection date: 2005-06-30 | Note: genotype: clade III
Synechococcus sp. A18-46.1,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. A18-46.1],🟢 Confirmed,QNJ14348.1,Organism: Synechococcus sp. A18-46.1 | Strain: A18-46.1 | Isolation source: marine environment | Db xref: taxon:1866940 | Geo loc name: Atlantic Ocean | Lat lon: 10.97 N 32.20 W | Collection date: 2005-06-30 | Note: genotype: clade III
Synechococcus sp. M16.1,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. M16.1],🟢 Confirmed,QNJ11115.1,"Organism: Synechococcus sp. M16.1 | Strain: M16.1 | Isolation source: marine environment | Culture collection: RCC:791 | Db xref: taxon:1442553 | Geo loc name: Atlantic Ocean | Lat lon: 27.70 N 91.30 W | Collection date: 2004-02-09 | Collected by: Everroad, C | Note: genotype: clade II"
Synechococcus sp. Minos11,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. Minos11],🟢 Confirmed,QNJ08480.1,Organism: Synechococcus sp. Minos11 | Strain: MINOS11 | Isolation source: marine environment | Culture collection: RCC:2319 | Db xref: taxon:221341 | Geo loc name: Mediterranean Sea | Lat lon: 34.00 N 18.00 E | Collection date: 1996-06-19 | Collected by: Vaulot D. | Note: genotype: subcluster 5.3
Synechococcus sp. MEDNS5,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. MEDNS5],🟢 Confirmed,QNJ05557.1,Organism: Synechococcus sp. MEDNS5 | Strain: MEDNS5 | Isolation source: marine environment | Culture collection: RCC:2368 | Db xref: taxon:1442554 | Geo loc name: Mediterranean Sea | Lat lon: 41.00 N 6.00 E | Collection date: 1993-07-01 | Collected by: Simon N. | Note: genotype: clade VII
Synechococcus sp. PROS-U-1,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. PROS-U-1],🟢 Confirmed,QNJ02814.1,Organism: Synechococcus sp. PROS-U-1 | Strain: PROS-U-1 | Isolation source: marine environment | Culture collection: RCC:2369 | Db xref: taxon:1400866 | Geo loc name: Atlantic Ocean | Lat lon: 30.13 N 10.05 W | Collection date: 1999-09-12 | Collected by: Partensky F. | Note: genotype: clade II
Synechococcus sp. A15-62,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. A15-62],🟢 Confirmed,QNI99886.1,Organism: Synechococcus sp. A15-62 | Strain: A15-62 | Isolation source: marine environment | Culture collection: RCC:2374 | Db xref: taxon:1050657 | Geo loc name: Atlantic Ocean | Lat lon: 17.62 N 20.95 W | Collection date: 2004-10-04 | Collected by: Zwirglmaier K. | Note: genotype: clade II
Synechococcus sp. RS9902,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. RS9902],🟢 Confirmed,QNI97885.1,Organism: Synechococcus sp. RS9902 | Strain: RS9902 | Isolation source: marine environment | Culture collection: RCC:2376 | Db xref: taxon:221345 | Geo loc name: Indian Ocean | Lat lon: 29.47 N 34.92 E | Collection date: 1999-03-29 | Collected by: Fuller N. | Note: genotype: clade II
Synechococcus sp. A15-127,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. A15-127],🟢 Confirmed,QNI94196.1,Organism: Synechococcus sp. A15-127 | Strain: A15-127 | Isolation source: marine environment | Culture collection: RCC:2378 | Db xref: taxon:1050624 | Geo loc name: Atlantic Ocean | Lat lon: 31.12 S 3.92 W | Collection date: 2004-10-22 | Collected by: Zwirglmaier K. | Note: genotype: clade WPC1
Synechococcus sp. BOUM118,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. BOUM118],🟢 Confirmed,QNI91971.1,Organism: Synechococcus sp. BOUM118 | Strain: BOUM118 | Isolation source: marine environment | Culture collection: RCC:2379 | Db xref: taxon:1442552 | Geo loc name: Mediterranean Sea | Lat lon: 33.63 N 32.63 E | Collection date: 2008-10-01 | Collected by: Garczarek L. | Note: genotype: clade III
Synechococcus sp. ROS8604,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. ROS8604],🟢 Confirmed,QNI89157.1,"Organism: Synechococcus sp. ROS8604 | Strain: ROS8604 | Isolation source: marine environment | Culture collection: RCC:2380 | Db xref: taxon:1442557 | Geo loc name: Atlantic Ocean | Lat lon: 48.73 N 3.98 W | Collection date: 1986-11-24 | Collected by: Vaulot D., Courties C. | Note: genotype: clade I"
Synechococcus sp. PROS-7-1,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. PROS-7-1],🟢 Confirmed,QNI84700.1,Organism: Synechococcus sp. PROS-7-1 | Strain: PROS-7-1 | Isolation source: marine environment | Culture collection: RCC:2381 | Db xref: taxon:1442556 | Geo loc name: Mediterranean Sea | Lat lon: 37.40 N 15.62 E | Collection date: 1999-09-26 | Collected by: Partensky F. | Note: genotype: clade VI
Synechococcus sp. RS9907,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. RS9907],🟢 Confirmed,QNI81909.1,Organism: Synechococcus sp. RS9907 | Strain: RS9907 | Isolation source: marine environment | Culture collection: RCC:2382 | Db xref: taxon:221350 | Geo loc name: Indian Ocean | Lat lon: 29.47 N 34.92 E | Collection date: 1999-08-23 | Collected by: Fuller N. | Note: genotype: clade II
Synechococcus sp. RS9909,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. RS9909],🟢 Confirmed,QNI79856.1,Organism: Synechococcus sp. RS9909 | Strain: RS9909 | Isolation source: marine environment | Culture collection: RCC:2383 | Db xref: taxon:221352 | Geo loc name: Indian Ocean | Lat lon: 29.47 N 34.92 E | Collection date: 1999-09-07 | Collected by: Fuller N. | Note: genotype: clade VIII
Synechococcus sp. MVIR-18-1,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. MVIR-18-1],🟢 Confirmed,QNI76986.1,"Organism: Synechococcus sp. MVIR-18-1 | Strain: MVIR-18-1 | Isolation source: marine environment | Culture collection: RCC:2385 | Db xref: taxon:1386941 | Geo loc name: North Sea | Lat lon: 61.00 N 1.98 E | Collection date: 2007-07-23 | Collected by: Foulon E., Masquelier S. | Note: genotype: clade I"
Synechococcus sp. NOUM97013,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. NOUM97013],🟢 Confirmed,QNI73960.1,"Organism: Synechococcus sp. NOUM97013 | Strain: NOUM97013 | Isolation source: marine environment | Culture collection: RCC:2433 | Db xref: taxon:1442555 | Geo loc name: Pacific Ocean | Lat lon: 22.33 S 166.33 E | Collection date: 1996-11-19 | Collected by: Blanchot J., Boulben S. | Note: genotype: clade VII"
Cyanobium sp. NS01,glucokinase,2.7.1.2,glucose,glucokinase [Cyanobium sp. NS01],🟢 Confirmed,QNI70684.1,Organism: Cyanobium sp. NS01 | Strain: NS01 | Isolation source: marine environment | Culture collection: RCC:2436 | Db xref: taxon:261284 | Geo loc name: North Sea | Collection date: 1899-12-31 | Note: genotype: subcluster 5.2
Synechococcus sp. BMK-MC-1,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. BMK-MC-1],🟢 Confirmed,QNI66996.1,Organism: Synechococcus sp. BMK-MC-1 | Strain: BMK-MC-1 | Isolation source: marine environment | Culture collection: RCC:2438 | Db xref: taxon:1442551 | Geo loc name: Mediterranean Sea | Lat lon: 40.80 N 14.25 E | Collection date: 2009-10-13 | Collected by: Siano R. | Note: genotype: clade V
Synechococcus sp. A15-44,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. A15-44],🟢 Confirmed,QNI64009.1,Organism: Synechococcus sp. A15-44 | Strain: A15-44 | Isolation source: marine environment | Culture collection: RCC:2527 | Db xref: taxon:1050646 | Geo loc name: Atlantic Ocean | Lat lon: 21.68 N 17.83 W | Collection date: 2004-10-01 | Collected by: Zwirglmaier K. | Note: genotype: clade III
Synechococcus sp. TAK9802,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. TAK9802],🟢 Confirmed,QNI61931.1,"Organism: Synechococcus sp. TAK9802 | Strain: TAK9802 | Isolation source: marine environment | Culture collection: RCC:2528 | Db xref: taxon:1442558 | Geo loc name: Pacific Ocean | Lat lon: 14.50 S 145.33 W | Collection date: 1998-02-06 | Collected by: Le Gall F., Boulben S. | Note: genotype: clade II"
Synechococcus sp. BIOS-U3-1,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. BIOS-U3-1],🟢 Confirmed,QNI59183.1,"Organism: Synechococcus sp. BIOS-U3-1 | Strain: BIOS-U3-1 | Isolation source: marine environment | Culture collection: RCC:2533 | Db xref: taxon:1400865 | Geo loc name: Pacific Ocean | Lat lon: 34.00 S 73.37 W | Collection date: 2004-12-06 | Collected by: Garczarek L., Marie D. | Note: genotype: clade CRD1"
Synechococcus sp. BIOS-E4-1,glucokinase,2.7.1.2,glucose,glucokinase [Synechococcus sp. BIOS-E4-1],🟢 Confirmed,QNI53693.1,"Organism: Synechococcus sp. BIOS-E4-1 | Strain: BIOS-E4-1 | Isolation source: marine environment | Culture collection: RCC:2534 | Db xref: taxon:1400864 | Geo loc name: Pacific Ocean | Lat lon: 31.87 S 91.42 W | Collection date: 2004-11-28 | Collected by: Garczarek L., Marie D. | Note: genotype: clade CRD1"
